19342117869	13319935953	20180328091104	0974
14397114174	17336673697	20180228002558	0903
17405139883	15244749863	20181105030857	2085
19313925217	16574556259	20181007001314	0042
19313925217	15884588694	20180407221156	0009
15781588029	15884588694	20180214121309	1380
19602240179	18101213362	20180823001005	0724
16569963779	19565082510	20180902080448	2313
14397114174	14410679238	20180106155410	1423
19565082510	15781588029	20181027044915	1087
16574556259	17885275338	20180615150259	2700
17885275338	15647679901	20181212093831	2827
14397114174	15244749863	20180122115447	0384
17405139883	18840172592	20180819213917	2580
17336673697	15244749863	20180623061826	1432
18840172592	19342117869	20181009083752	2956
14171709460	19154926260	20181110183821	0926
14171709460	14410679238	20180119063620	2924
14410679238	13319935953	20180514230100	2462
16569963779	15781588029	20181222192018	2136
13319935953	15244749863	20181216125200	2628
19565082510	17885275338	20180401204612	2663
19154926260	17405139883	20180408105956	0091
15647679901	14410679238	20180625220333	1897
15884588694	19342117869	20180213174954	2135
14410679238	18101213362	20180316144726	1733
15280214634	17336673697	20181012100257	0058
19154926260	16160892861	20181226003839	1139
14171709460	18101213362	20181015103407	2794
18840172592	19683537146	20180709101000	0911
19154926260	18840172592	20180324173307	1110
18101213362	13319935953	20180515021145	0765
18101213362	19565082510	20181101222148	2857
19602240179	15244749863	20181211153934	1401
14930423697	14171709460	20181115114458	0712
18101213362	17885275338	20180805133333	0209
14171709460	15647679901	20180217145720	1090
14410679238	17336673697	20180524072430	2489
17885275338	19313925217	20180726133701	0614
15280214634	18101213362	20180604213735	1460
19602240179	14410679238	20180817174056	1246
19342117869	19154926260	20180201173658	2470
15647679901	16160892861	20180412194306	0536
19602240179	14930423697	20180829183517	1566
16574556259	19565082510	20181007210400	1166
13319935953	14397114174	20180520063913	0309
14410679238	19342117869	20180421153616	1458
19313925217	13319935953	20180418170801	0348
16160892861	17405139883	20181010082401	0702
18840172592	17336673697	20180914091015	0079
14410679238	15647679901	20180614001422	1934
17885275338	17336673697	20180505101313	0885
18840172592	14171709460	20180104044103	0739
15305526350	14930423697	20181231221808	2562
15244749863	16160892861	20180617003729	0025
18101213362	17885275338	20181111132337	2255
17405139883	19683537146	20181215035022	0628
19683537146	16160892861	20180201111735	2371
19602240179	15244749863	20181219001256	0061
15244749863	16160892861	20180306004608	0225
14397114174	19154926260	20180711042420	0034
18101213362	15884588694	20180329045136	0195
19342117869	18840172592	20181019005444	2441
14171709460	15781588029	20180116083812	1818
18101213362	16574556259	20180513125958	0240
14171709460	16569963779	20180628032105	1365
13319935953	15280214634	20180127061932	2061
15884588694	17336673697	20180210131712	2857
15884588694	17885275338	20180630113704	2029
18840172592	19313925217	20180130231521	0103
18101213362	15244749863	20180720174234	0755
15244749863	15781588029	20181107075955	2941
19565082510	14930423697	20180311012423	0969
15280214634	19154926260	20180922115124	0756
17405139883	15647679901	20181226212228	0179
16569963779	14171709460	20180905081643	2900
16160892861	16569963779	20180319195036	1853
18101213362	17885275338	20180424094901	1098
16160892861	14930423697	20180926173430	1148
19313925217	13319935953	20180116001629	2955
19342117869	19313925217	20180831081914	1778
19565082510	14410679238	20180121091336	2495
18101213362	15647679901	20180925114811	2175
17885275338	19342117869	20180929105550	1100
19154926260	19342117869	20180617145529	2953
19313925217	19565082510	20180209020745	2974
14410679238	15244749863	20180114160506	1740
15781588029	18840172592	20181126154804	0590
17885275338	18101213362	20180302044559	0634
17885275338	16160892861	20181214194742	1545
